DATETIME,IDENTIFIER,INFO,FILE,USER,LAB,VERSION,TAG1,TAG2,TAG3
"2013-08-17 14:36:38",view_stock,X,view_stock,63,126,2.5,X,X,X
"2013-08-17 14:36:40",backup_data_ui,X,backupDataUI.php?id=126,63,126,2.5,X,X,X
"2013-08-17 14:36:51",lab_config_home,X,lab_config_home.php?id=126,63,126,2.5,X,X,X
"2013-08-17 14:36:53",view_stocks,X,view_stocks,63,126,2.5,X,X,X
"2013-08-17 14:37:26",lab_config_home,X,lab_config_home.php?id=126,63,126,2.5,X,X,X
"2013-08-17 15:03:35",export_config,X,export_config?id=126,63,126,2.5,X,X,X
"2013-08-17 15:03:49",catalog,X,catalog,63,126,2.5,X,X,X
"2013-08-17 15:03:51",reports,X,reports,63,126,2.5,X,X,X
"2013-08-17 15:03:55",catalog,X,catalog,63,126,2.5,X,X,X
"2013-08-17 15:03:58",lab_config_home,X,lab_config_home.php?id=126,63,126,2.5,X,X,X
"2013-08-17 15:03:58",view_stocks,X,view_stocks,63,126,2.5,X,X,X
"2013-08-17 15:17:23",reports,X,reports,125,-1,2.5,X,X,X
"2013-08-19 13:03:34",lab_config_home,X,lab_config_home.php?id=127,53,127,2.5,X,X,X
"2013-08-19 13:03:37",view_stocks,X,view_stocks,53,127,2.5,X,X,X
"2013-08-19 13:03:40",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 13:03:40",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 13:03:58",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 13:03:58",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:38:39",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:38:39",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:41:57",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:41:57",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:02",result_entry_patient_dyn,op=1&qr=d,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-19 17:42:07",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:07",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:08",search,X,search,53,127,2.5,X,X,X
"2013-08-19 17:42:11",search_p_dyn,op=&qr=d,search_p_dyn,53,127,2.5,X,X,X
"2013-08-19 17:42:18",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:18",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:24",search_p,op=1&qr=s,search_p,53,127,2.5,X,X,X
"2013-08-19 17:42:36",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:42:36",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:45:12",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 17:53:53",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:53:53",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 17:54:04",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 17:59:51",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:00:34",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 18:00:34",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 18:01:08",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:14:41",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:19:08",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:03",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:18",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:20",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:27",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:28",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:31",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:34",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:25:37",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:27:28",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:32:11",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:39:17",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:40:59",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:46:59",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:50:06",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:51:29",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:52:48",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:53:46",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:56:12",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 18:59:45",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:01:48",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:01:49",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:01:50",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:06:42",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:09:48",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:56:06",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:56:51",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:57:32",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:14",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:14",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:16",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:24",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:24",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 19:58:26",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 20:09:08",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 20:12:45",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-19 20:14:41",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:14:41",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:15:42",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:15:42",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:16:06",lab_config_home,X,lab_config_home.php?id=127,53,127,2.5,X,X,X
"2013-08-19 20:16:08",view_stocks,X,view_stocks,53,127,2.5,X,X,X
"2013-08-19 20:16:14",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:16:14",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:18:54",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:18:54",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-19 20:19:32",result_entry_patient_dyn,op=1&qr=d,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-20 16:35:36",lab_config_home,X,lab_config_home.php?id=127,53,127,2.5,X,X,X
"2013-08-20 16:35:39",view_stocks,X,view_stocks,53,127,2.5,X,X,X
"2013-08-20 16:35:44",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 16:35:44",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 16:38:09",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 16:38:09",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 16:38:13",new_patient,qr=,new_patient,53,127,2.5,X,X,X
"2013-08-20 17:49:09",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 17:49:09",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:10:45",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:10:45",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:11:04",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-20 18:11:05",new_specimen,pid=null&dnum=5,new_specimen.php?pid=null&dnum=5&session_num=20130820-5,53,127,2.5,X,X,X
"2013-08-20 18:11:09",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:11:09",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:11:23",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-20 18:11:23",new_specimen,pid=null&dnum=6,new_specimen.php?pid=null&dnum=6&session_num=20130820-6,53,127,2.5,X,X,X
"2013-08-20 18:12:37",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:12:37",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-20 18:12:45",search_p,op=1&qr=Muring,search_p,53,127,2.5,X,X,X
"2013-08-20 18:12:47",patient_profile,X,patient_profile.php?pid=20299,53,127,2.5,X,X,X
"2013-08-20 18:12:53",new_specimen,pid=20299&dnum=,new_specimen.php?pid=20299,53,127,2.5,X,X,X
"2013-08-20 18:12:59",patient_profile,X,patient_profile.php?pid=20299,53,127,2.5,X,X,X
"2013-08-21 12:59:16",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 12:59:16",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 12:59:38",search_p,op=1&qr=s,search_p,53,127,2.5,X,X,X
"2013-08-21 12:59:42",new_specimen,pid=12981&dnum=,new_specimen.php?pid=12981,53,127,2.5,X,X,X
"2013-08-21 13:23:44",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:23:44",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:24:25",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 13:24:26",new_specimen,pid=null&dnum=70,new_specimen.php?pid=null&dnum=70&session_num=20130821-3,53,127,2.5,X,X,X
"2013-08-21 13:27:49",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:27:49",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:29:11",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 13:29:12",new_specimen,pid=20301&dnum=4,new_specimen.php?pid=20301&dnum=4&session_num=20130821-4,53,127,2.5,X,X,X
"2013-08-21 13:30:49",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:30:49",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:31:14",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 13:31:15",new_specimen,"pid=into audit_trail (at_userid&dnum=5",new_specimen.php?pid=into%20audit_trail%20(at_userid&dnum=5&session_num=20130821-5,53,127,2.5,X,X,X
"2013-08-21 13:33:00",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:33:00",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 13:33:21",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 13:33:21",new_specimen,"pid=into audit_trail (at_userid&dnum=77",new_specimen.php?pid=into%20audit_trail%20(at_userid&dnum=77&session_num=20130821-6,53,127,2.5,X,X,X
"2013-08-21 14:04:11",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 14:04:11",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 14:04:32",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 14:04:32",new_specimen,pid=Unknown&dnum=44423,new_specimen.php?pid=Unknown&dnum=44423&session_num=20130821-7,53,127,2.5,X,X,X
"2013-08-21 14:15:07",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 14:15:07",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 14:15:34",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 14:15:34",new_specimen,pid=20305&dnum=99,new_specimen.php?pid=20305&dnum=99&session_num=20130821-8,53,127,2.5,X,X,X
"2013-08-21 15:55:38",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 15:55:39",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 15:56:22",search,X,search,53,127,2.5,X,X,X
"2013-08-21 15:56:49",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 15:56:49",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 15:57:21",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 15:57:21",new_specimen,pid=20306&dnum=9,new_specimen.php?pid=20306&dnum=9&session_num=20130821-9,53,127,2.5,X,X,X
"2013-08-21 15:58:55",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 15:58:55",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 15:59:03",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 15:59:03",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 16:00:57",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:00:57",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:26:33",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 16:26:33",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 16:26:48",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:26:48",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:26:54",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 16:26:54",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 16:28:53",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:28:53",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 16:29:01",search_p,op=1&qr=s,search_p,53,127,2.5,X,X,X
"2013-08-21 16:29:08",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-21 16:29:25",new_specimen,pid=50189&dnum=,new_specimen.php?pid=50189,53,127,2.5,X,X,X
"2013-08-21 16:29:31",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-21 17:16:32",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:16:32",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:16:52",patient_add,agep=1,patient_add,53,127,2.5,X,X,X
"2013-08-21 17:16:53",new_specimen,pid=20307&dnum=17,new_specimen.php?pid=20307&dnum=17&session_num=20130821-17,53,127,2.5,X,X,X
"2013-08-21 17:54:12",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:54:12",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:54:24",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:54:24",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:54:29",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:54:29",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:55:38",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:55:38",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-21 17:55:40",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:55:40",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:55:41",new_specimen,pid=20307&dnum=17,new_specimen.php?pid=20307&dnum=17&session_num=20130821-17,53,127,2.5,X,X,X
"2013-08-21 17:56:06",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-21 17:56:06",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-22 11:22:48",lab_config_home,X,lab_config_home.php?id=127,53,127,2.5,X,X,X
"2013-08-22 11:22:50",view_stocks,X,view_stocks,53,127,2.5,X,X,X
"2013-08-22 11:23:00",catalog,X,catalog,53,127,2.5,X,X,X
"2013-08-22 11:23:03",reports,X,reports,53,127,2.5,X,X,X
"2013-08-22 11:25:29",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:25:29",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:25:33",result_entry_patient_dyn,op=10&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-22 11:25:33",result_entry_patient_dyn,op=11&qr=,result_entry_patient_dyn,53,127,2.5,X,X,X
"2013-08-22 11:25:35",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:25:35",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:27:09",search,X,search,53,127,2.5,X,X,X
"2013-08-22 11:27:11",find_patient,X,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:27:11",new_patient,qr=,find_patient,53,127,2.5,X,X,X
"2013-08-22 11:27:16",search_p,op=1&qr=s,search_p,53,127,2.5,X,X,X
"2013-08-22 11:33:30",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:43:19",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:46:26",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:47:33",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:48:19",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:59:03",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 11:59:53",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 12:00:33",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 12:01:26",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
"2013-08-22 12:01:46",new_specimen,pid=20302&dnum=,new_specimen.php?pid=20302,53,127,2.5,X,X,X
